rxn_id,enzyme_id,parameter,ident,top_descriptor,identifiable_from_growth,refined
MLTGY3ppNo5,P0C066,dCp_i,0.0,CT_max_C,False,False
MLTGY3ppNo6,P0AGC5,dCp_i,0.0,CT_max_C,False,False
MLTGY3ppNo7,P0AEZ7,dCp_i,0.0,CT_max_C,False,False
MLTGY3ppNo8,P28306,dCp_i,0.0,CT_max_C,False,False
MDDCP4ppNo1,P0AEB2,dCp_i,0.0,CT_max_C,False,False
MDDCP4ppNo2,P24228,dCp_i,0.0,CT_max_C,False,False
MDDCP4ppNo3,P08506,dCp_i,0.0,CT_max_C,False,False
MDDCP4ppNo4,P33013,dCp_i,0.0,CT_max_C,False,False
MDDCP4ppNo5,P77619,dCp_i,0.0,CT_max_C,False,False
MDDCP4ppNo6,P0AD70,dCp_i,0.0,CT_max_C,False,False
CLPNS140ppNo1,P0A6H8,dCp_i,0.0,CT_max_C,False,False
CLPNS140ppNo2,P0AA84,dCp_i,0.0,CT_max_C,False,False
CLPNS141ppNo1,P0A6H8,dCp_i,0.0,CT_max_C,False,False
CLPNS141ppNo2,P0AA84,dCp_i,0.0,CT_max_C,False,False
G3PAT180No1,P0A6A8,dCp_i,0.0,CT_max_C,False,False
PLIPA1G160ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PG120abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
PE140abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
CFAS160ENo1,P0A9H7,dCp_i,0.0,CT_max_C,False,False
PLIPA1G141ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2E160No1,P07000,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2G140No1,P07000,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2G160No1,P07000,dCp_i,0.0,CT_max_C,False,False
CFAS180ENo1,P0A9H7,dCp_i,0.0,CT_max_C,False,False
CFAS180GNo1,P0A9H7,dCp_i,0.0,CT_max_C,False,False
PAPA160No1,P0A924,dCp_i,0.0,CT_max_C,False,False
PAPA180No1,P0A924,dCp_i,0.0,CT_max_C,False,False
PAPA181No1,P0A924,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2G120No1,P07000,dCp_i,0.0,CT_max_C,False,False
PA141abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
PETNT161ppNo1,P37661,dCp_i,0.0,CT_max_C,False,False
PSSA160No1,P23830,dCp_i,0.00017437843263785825,CT_max_C,False,False
PSSA181No1,P23830,dCp_i,0.0,CT_max_C,False,False
DAGK140No1,P0ABN1,dCp_i,0.0,CT_max_C,False,False
DAGK160No1,P0ABN1,dCp_i,0.0,CT_max_C,False,False
DAGK141No1,P0ABN1,dCp_i,0.0,CT_max_C,False,False
DAGK161No1,P0ABN1,dCp_i,0.0,CT_max_C,False,False
AGPAT181No1,P26647,dCp_i,0.0,CT_max_C,False,False
PA161abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
PA180abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
PGPP161ppNo1,P18200,dCp_i,0.0,CT_max_C,False,False
PGPP161ppNo2,P0A924,dCp_i,0.0,CT_max_C,False,False
PE120abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo1,P24228,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo2,P0C0T5,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo3,P0AFI5,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo4,P0AFV4,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo5,P0AD70,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo6,P76190,dCp_i,0.0,CT_max_C,False,False
MDDEP3ppNo7,P0AFS9,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo1,P24228,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo2,P0C0T5,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo3,P0AFI5,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo4,P0AD70,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo5,P0AFV4,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo6,P76190,dCp_i,0.0,CT_max_C,False,False
MDDEP4ppNo7,P0AFS9,dCp_i,0.0,CT_max_C,False,False
PE180abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
PAPA140No1,P0A924,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo1,P0C066,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo2,P0AGC3,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo3,P0A935,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo4,P41052,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo5,P0C960,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo6,P0AGC5,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo7,P0AEZ7,dCp_i,0.0,CT_max_C,False,False
MLTGY1ppNo8,P28306,dCp_i,0.0,CT_max_C,False,False
3HAD40No1,P0A6Q3,dCp_i,0.0,CT_max_C,False,False
3HAD40No2,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
PLIPA1E141ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
3OAS60No1,P0AAI5,dCp_i,0.0,CT_max_C,False,False
3OAS60No2,P0A953,dCp_i,0.0,CT_max_C,False,False
3OAS160No1,P0A953,dCp_i,0.0,CT_max_C,False,False
3OAS160No2,P0AAI5,dCp_i,0.0,CT_max_C,False,False
PAPA141No1,P0A924,dCp_i,0.0,CT_max_C,False,False
PAPA161No1,P0A924,dCp_i,0.0,CT_max_C,False,False
DSBDRNo1,P0AGG4,dCp_i,0.0,CT_max_C,False,False
DSBDRNo2,P0AA25,dCp_i,0.0,CT_max_C,False,False
TDSR1No1,P0AEG6,dCp_i,0.0,CT_max_C,False,False
PLIPA2A120ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA2A160ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
3OAR60No1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
3OAR80No1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
MLDCP3AppNo1,P22525,dCp_i,0.0,CT_max_C,False,False
MLDCP3AppNo2,P39176,dCp_i,0.0,CT_max_C,False,False
MLDCP3AppNo3,P75954,dCp_i,0.0,CT_max_C,False,False
MLDCP3AppNo4,P76193,dCp_i,0.0,CT_max_C,False,False
MLDCP3AppNo5,P0AAX8,dCp_i,0.0,CT_max_C,False,False
MLDCP1BppNo1,P22525,dCp_i,0.0,CT_max_C,False,False
MLDCP1BppNo2,P39176,dCp_i,0.0,CT_max_C,False,False
MLDCP1BppNo3,P75954,dCp_i,0.0,CT_max_C,False,False
MLDCP1BppNo4,P76193,dCp_i,0.0,CT_max_C,False,False
MLDCP1BppNo5,P0AAX8,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2E120No1,P07000,dCp_i,0.0,CT_max_C,False,False
EAR100xNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
EAR120xNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
EAR160xNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
ATHRDHrNo1,P39831,dCp_i,0.0,CT_max_C,False,False
EAR140yNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
3OAS121No1,P0A953,dCp_i,0.0,CT_max_C,False,False
3OAS80No1,P0A953,dCp_i,0.0,CT_max_C,False,False
3OAS80No2,P0AAI5,dCp_i,0.0,CT_max_C,False,False
3OAS100No1,P0A953,dCp_i,0.0,CT_max_C,False,False
3OAS100No2,P0AAI5,dCp_i,0.0,CT_max_C,False,False
3OAS120No1,P0AAI5,dCp_i,0.0,CT_max_C,False,False
3OAS120No2,P0A953,dCp_i,0.0,CT_max_C,False,False
LSERDHrNo1,P39831,dCp_i,0.0,CT_max_C,False,False
3OAR40No1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
3OAR100No1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
DSERDHrNo1,P39831,dCp_i,0.0,CT_max_C,False,False
3HAD60No1,P0A6Q3,dCp_i,0.0,CT_max_C,False,False
3HAD60No2,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
3HAD100No1,P0A6Q3,dCp_i,0.0,CT_max_C,False,False
3HAD100No2,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
3HAD140No1,P0A6Q3,dCp_i,0.0,CT_max_C,False,False
3HAD140No2,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
3HAD160No1,P0A6Q3,dCp_i,0.0,CT_max_C,False,False
3HAD160No2,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
PSD120No1,P0A8K1,dCp_i,0.0,CT_max_C,False,False
AGPAT180No1,P26647,dCp_i,0.0,CT_max_C,False,False
AGPAT141No1,P26647,dCp_i,0.0,CT_max_C,False,False
PAPA120No1,P0A924,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo1,P24228,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo2,P0C0T5,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo3,P0AFI5,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo4,P76190,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo5,P0AFS9,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo6,P0AFV4,dCp_i,0.0,CT_max_C,False,False
MDDEP1ppNo7,P0AD70,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo1,P24228,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo2,P0C0T5,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo3,P0AFI5,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo4,P76190,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo5,P0AFS9,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo6,P0AFV4,dCp_i,0.0,CT_max_C,False,False
MDDEP2ppNo7,P0AD70,dCp_i,0.0,CT_max_C,False,False
AGPAT161No1,P26647,dCp_i,2.198103551069758e-05,CT_max_C,False,False
DASYN120No1,P0ABG1,dCp_i,0.0,CT_max_C,False,False
EAR40xNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
EAR60yNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
MLDEP1ppNo1,P0C0T5,dCp_i,0.0,CT_max_C,False,False
PSD181No1,P0A8K1,dCp_i,0.0,CT_max_C,False,False
DAGK180No1,P0ABN1,dCp_i,0.0,CT_max_C,False,False
DAGK181No1,P0ABN1,dCp_i,0.0,CT_max_C,False,False
MLDEP2ppNo1,P0C0T5,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo1,P0C066,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo2,P0AGC3,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo3,P0A935,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo4,P41052,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo5,P0C960,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo6,P0AGC5,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo7,P0AEZ7,dCp_i,0.0,CT_max_C,False,False
MLTGY2ppNo8,P28306,dCp_i,0.0,CT_max_C,False,False
PLIPA2E120ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA2G141ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo1,P0AGC3,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo2,P0A935,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo3,P41052,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo4,P0C960,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo5,P0C066,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo6,P0AGC5,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo7,P0AEZ7,dCp_i,0.0,CT_max_C,False,False
MLTGY4ppNo8,P28306,dCp_i,0.0,CT_max_C,False,False
EAR60xNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
PLIPA2G161ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
LPLIPAL1A120ppNo1,P0ADA1,dCp_i,0.0,CT_max_C,False,False
LPLIPAL1A140ppNo1,P0ADA1,dCp_i,0.0,CT_max_C,False,False
EAR80xNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
PE181abcppNo1,P60752,dCp_i,0.0,CT_max_C,False,False
NTP11No1,P39411,dCp_i,0.0,CT_max_C,False,False
LPLIPAL1A181ppNo1,P0ADA1,dCp_i,0.0,CT_max_C,False,False
LPLIPAL1E120ppNo1,P0ADA1,dCp_i,0.0,CT_max_C,False,False
3OAR180No1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
G3PAT120No1,P0A6A8,dCp_i,0.0,CT_max_C,False,False
PGSA120No1,P0ABF8,dCp_i,0.0,CT_max_C,False,False
3OAS180No1,P0AAI5,dCp_i,0.0,CT_max_C,False,False
3OAS180No2,P0A953,dCp_i,0.0,CT_max_C,False,False
3HAD180No1,P0A6Q3,dCp_i,0.0,CT_max_C,False,False
3HAD180No2,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
CDAPPA120No1,P06282,dCp_i,0.0,CT_max_C,False,False
TDSR2No1,P36655,dCp_i,0.0,CT_max_C,False,False
PSSA120No1,P23830,dCp_i,0.0,CT_max_C,False,False
UM4PLNo1,P37773,dCp_i,0.0,CT_max_C,False,False
2MAHMPNo1,P46891,dCp_i,0.0,CT_max_C,False,False
2MAHMPNo2,P0AEI6,dCp_i,0.0,CT_max_C,False,False
NADHPONo1,P0AE08,dCp_i,0.0,CT_max_C,False,False
ACOAD7fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
ACOAD8fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
PLIPA1A120ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
ACOAD5fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
PLIPA1A140ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA1A141ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA1A160ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA1A161ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA1A180ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2A120No1,P07000,dCp_i,0.0,CT_max_C,False,False
ACOAD3fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
ACOAD2fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
ACOAD4fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
ACOAD6fNo1,Q47146,dCp_i,0.0,CT_max_C,False,False
NADH16ppNo1,P0AFC3,dCp_i,0.012275792490264472,CT_max_C,False,True
NADH18ppNo1,P0AFC3,dCp_i,0.0,CT_max_C,False,False
KDUINo1,Q46938,dCp_i,0.0,CT_max_C,False,False
CTBTCAL2No1,P31552,dCp_i,0.0,CT_max_C,False,False
OBTFLNo1,P09373,dCp_i,0.0,CT_max_C,False,False
OBTFLNo2,P09373,dCp_i,0.0,CT_max_C,False,False
OBTFLNo3,P0A9N4,dCp_i,0.0,CT_max_C,False,False
NADH17ppNo1,P0AFC3,dCp_i,0.0,CT_max_C,False,False
FA161ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
BGLA1No1,P17411,dCp_i,0.0,CT_max_C,False,False
BGLA1No2,P24240,dCp_i,0.0,CT_max_C,False,False
BGLA1No3,P11988,dCp_i,0.0,CT_max_C,False,False
FA141ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
FA160ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
GDPMNPNo1,P37128,dCp_i,0.0,CT_max_C,False,False
AMMQLT8No1,P0A887,dCp_i,0.0,CT_max_C,False,False
FA120ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
FA80ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
FA140ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
FA100ACPHiNo1,P21515,dCp_i,0.0,CT_max_C,False,False
CRNDCAL2No1,P31552,dCp_i,0.0,CT_max_C,False,False
DTARTDNo1,P14407,dCp_i,0.0,CT_max_C,False,False
CRNCAL2No1,P31552,dCp_i,0.0,CT_max_C,False,False
PLIPA2E161ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA2E180ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
FRULYSENo1,P45541,dCp_i,0.0,CT_max_C,False,False
PLIPA2G120ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
PLIPA2G180ppNo1,P0A921,dCp_i,0.0,CT_max_C,False,False
LPLIPAL1A161ppNo1,P0ADA1,dCp_i,0.0,CT_max_C,False,False
LPLIPAL1A160ppNo1,P0ADA1,dCp_i,0.0,CT_max_C,False,False
OXCDCNo1,P0AFI0,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2A140No1,P07000,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2A160No1,P07000,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2A161No1,P07000,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2A180No1,P07000,dCp_i,0.0,CT_max_C,False,False
LPLIPAL2A181No1,P07000,dCp_i,0.0,CT_max_C,False,False
UM3PLNo1,P37773,dCp_i,0.0,CT_max_C,False,False
GALCTLONo1,P39400,dCp_i,0.0,CT_max_C,False,False
POR5No1,P52647,dCp_i,0.0,CT_max_C,False,False
POR5No2,P52647,dCp_i,0.0024929282233468763,CT_max_C,False,False
HACD8No1,P21177,dCp_i,0.0,CT_max_C,False,False
HACD8No2,P77399,dCp_i,0.0,CT_max_C,False,False
CTECOAI8No1,P21177,dCp_i,0.0,CT_max_C,False,False
CTECOAI6No1,P21177,dCp_i,0.0,CT_max_C,False,False
MALCOAMTNo1,P12999,dCp_i,0.0,CT_max_C,False,False
THRANo1,P0A825,dCp_i,0.0019801296151308106,CT_max_C,False,False
THRANo2,P75823,dCp_i,0.0,CT_max_C,False,False
OGMEACPSNo1,P0A6R0,dCp_i,0.0,CT_max_C,False,False
OGMEACPRNo1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
OPMEACPSNo1,P0A953,dCp_i,0.0,CT_max_C,False,False
LIPAabctexNo1,P0A9V1,dCp_i,0.0,CT_max_C,False,False
DGUNCNo1,P77302,dCp_i,0.0,CT_max_C,False,False
DGUNCNo2,P76245,dCp_i,0.0,CT_max_C,False,False
DGUNCNo3,P31129,dCp_i,0.0,CT_max_C,False,False
DGUNCNo4,P75908,dCp_i,0.0,CT_max_C,False,False
DGUNCNo5,P0AA89,dCp_i,0.0,CT_max_C,False,False
XYLK2No1,P08204,dCp_i,0.0,CT_max_C,False,False
XYLK2No2,P37677,dCp_i,0.0,CT_max_C,False,False
GLDBRAN2No1,P15067,dCp_i,0.0,CT_max_C,False,False
S2FE2SRNo1,P77444,dCp_i,0.0,CT_max_C,False,False
CDGUNPDNo1,P77172,dCp_i,0.0,CT_max_C,False,False
CDGUNPDNo2,P76129,dCp_i,0.0,CT_max_C,False,False
CDGUNPDNo3,P37646,dCp_i,0.0,CT_max_C,False,False
CDGUNPDNo4,P77334,dCp_i,0.0,CT_max_C,False,False
CDGUNPDNo5,P21514,dCp_i,0.0,CT_max_C,False,False
ACACT8rNo1,P76503,dCp_i,0.0,CT_max_C,False,False
ACACT8rNo2,P21151,dCp_i,0.0,CT_max_C,False,False
CTECOAI7No1,P21177,dCp_i,0.0,CT_max_C,False,False
CLIPAabctexNo1,P0A9V1,dCp_i,0.0,CT_max_C,False,False
3AMACHYDNo1,P75895,dCp_i,0.0,CT_max_C,False,False
K2L4AabctexNo1,P0A9V1,dCp_i,3.077281720870976e-05,CT_max_C,False,False
FDH4ppNo1,P0AAJ5,dCp_i,0.0,CT_max_C,False,False
FDH4ppNo2,P0AAJ3,dCp_i,0.0,CT_max_C,False,False
FDH5ppNo1,P0AAJ3,dCp_i,0.0,CT_max_C,False,False
FDH5ppNo2,P0AAJ5,dCp_i,0.0,CT_max_C,False,False
ACPPAT140No1,P0A6A8,dCp_i,0.0,CT_max_C,False,False
APG3PAT140No1,P60782,dCp_i,0.0,CT_max_C,False,False
LDGUNPDNo1,P77334,dCp_i,0.0,CT_max_C,False,False
MPTATNo1,P0AF03,dCp_i,0.0,CT_max_C,False,False
APG3PAT141No1,P60782,dCp_i,0.0,CT_max_C,False,False
MOADSUxNo1,P0A6B7,dCp_i,0.0,CT_max_C,False,False
APG3PAT181No1,P60782,dCp_i,0.0,CT_max_C,False,False
APH140No1,P0AB65,dCp_i,0.0,CT_max_C,False,False
APH160No1,P0AB65,dCp_i,0.0,CT_max_C,False,False
OPMEACPDNo1,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
EPMEACPRNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
AOXSr2No1,P12998,dCp_i,0.0,CT_max_C,False,False
SCYSDSNo1,P77444,dCp_i,0.0009380404352288801,CT_max_C,False,False
S2FE2SSNo1,P77444,dCp_i,2.6023568111125622e-05,CT_max_C,False,False
CCGSNo1,P77756,dCp_i,0.0,CT_max_C,False,False
SELRNo1,P0AAJ1,dCp_i,0.0,CT_max_C,False,False
OGMEACPDNo1,P0A6Q6,dCp_i,0.0,CT_max_C,False,False
EGMEACPRNo1,P0AEK4,dCp_i,0.0,CT_max_C,False,False
OPMEACPRNo1,P0AEK2,dCp_i,0.0,CT_max_C,False,False
PMEACPENo1,P13001,dCp_i,0.0,CT_max_C,False,False
REPHACCOAINo1,P77467,dCp_i,0.0,CT_max_C,False,False
ACPPAT141No1,P0A6A8,dCp_i,0.0,CT_max_C,False,False
ACPPAT161No1,P0A6A8,dCp_i,9.531549024820233e-22,CT_max_C,False,False
ACPPAT180No1,P0A6A8,dCp_i,0.0,CT_max_C,False,False
APG3PAT160No1,P60782,dCp_i,0.0,CT_max_C,False,False
APG3PAT161No1,P60782,dCp_i,0.0,CT_max_C,False,False
APG3PAT180No1,P60782,dCp_i,0.0,CT_max_C,False,False
ICYSDSNo1,P0A6B7,dCp_i,0.0,CT_max_C,False,False
MECDPDH5No1,P0ABY4,dCp_i,0.004264985799657095,CT_max_C,False,False
MECDPDH5No2,P61949,dCp_i,0.0,CT_max_C,False,False
CDGRNo1,Q46920,dCp_i,0.0,CT_max_C,False,False
RNTR1c2No1,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR1c2No2,P0ABY4,dCp_i,0.0,CT_max_C,False,False
RNTR1c2No3,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR1c2No4,P0ABY4,dCp_i,1.3798431123511366e-05,CT_max_C,False,False
RNTR2c2No1,P0ABY4,dCp_i,0.0,CT_max_C,False,False
RNTR2c2No2,P0ABY4,dCp_i,1.4247199176944805e-05,CT_max_C,False,False
RNTR2c2No3,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR2c2No4,P61949,dCp_i,0.0,CT_max_C,False,False
BMOCOSNo1,P12281,dCp_i,0.0,CT_max_C,False,False
BWCOSNo1,P12281,dCp_i,0.0,CT_max_C,False,False
RNTR3c2No1,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR3c2No2,P0ABY4,dCp_i,0.0,CT_max_C,False,False
RNTR3c2No3,P0ABY4,dCp_i,1.4247199176943616e-05,CT_max_C,False,False
RNTR3c2No4,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR4c2No1,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR4c2No2,P0ABY4,dCp_i,0.0,CT_max_C,False,False
RNTR4c2No3,P61949,dCp_i,0.0,CT_max_C,False,False
RNTR4c2No4,P0ABY4,dCp_i,1.3798431123511371e-05,CT_max_C,False,False
BWCOGDS1No1,P32125,dCp_i,0.0,CT_max_C,False,False
BWCOGDS1No2,P32173,dCp_i,0.0,CT_max_C,False,False
BWCOGDS2No1,P32125,dCp_i,0.0,CT_max_C,False,False
BWCOGDS2No2,P32173,dCp_i,0.0,CT_max_C,False,False
FLDR2No1,P0ABY4,dCp_i,0.0,CT_max_C,False,False
FLDR2No2,P61949,dCp_i,0.0,CT_max_C,False,False
DHNPTENo1,P0AC16,dCp_i,0.0,CT_max_C,False,False
DHMPTRNo1,P0AFS3,dCp_i,0.0,CT_max_C,False,False
I2FE2SSNo1,P0A6B7,dCp_i,0.0,CT_max_C,False,False
OXCOAHDHNo1,P77455,dCp_i,0.0,CT_max_C,False,False
DHACOAHNo1,P76082,dCp_i,0.0,CT_max_C,False,False
I2FE2SS2No1,P0A6B7,dCp_i,0.0,CT_max_C,False,False
MSARNo1,P75894,dCp_i,0.0,CT_max_C,False,False
MSARNo2,P39831,dCp_i,0.0,CT_max_C,False,False
THFATNo1,P0A825,dCp_i,0.0,CT_max_C,False,False
FOMETRiNo1,P0AC28,dCp_i,0.0,CT_max_C,False,False
S2FE2SS2No1,P77444,dCp_i,2.3657789191932386e-05,CT_max_C,False,False
BTS5No1,P12996,dCp_i,0.0,CT_max_C,False,False
GDPTPDPNo1,P0AG24,dCp_i,0.0,CT_max_C,False,False
LIPOSNo1,P60716,dCp_i,0.0,CT_max_C,False,False
COLIPAKppNo1,P76445,dCp_i,0.0,CT_max_C,False,False
ACPPAT120No1,P0A6A8,dCp_i,0.0,CT_max_C,False,False
MPTSSNo1,P12282,dCp_i,0.0,CT_max_C,False,False
CPMPSNo1,P0A738,dCp_i,0.0,CT_max_C,False,False
LIPOCTNo1,P60720,dCp_i,0.0,CT_max_C,False,False
LIPATPTNo1,P32099,dCp_i,0.0,CT_max_C,False,False
LIPAMPLNo1,P32099,dCp_i,0.0,CT_max_C,False,False
ALDD19xrNo1,P80668,dCp_i,0.0,CT_max_C,False,False
MMMNo1,P27253,dCp_i,0.0,CT_max_C,False,False
MOGDSNo1,P32125,dCp_i,0.0,CT_max_C,False,False
MOGDSNo2,P32173,dCp_i,0.0,CT_max_C,False,False
CPH4SNo1,P65870,dCp_i,0.0,CT_max_C,False,False
WCOSNo1,P12281,dCp_i,0.0,CT_max_C,False,False
SHCHCS3No1,P37355,dCp_i,0.0,CT_max_C,False,False
VPAMTrNo1,P09053,dCp_i,0.0,CT_max_C,False,False
ACOLIPAabctexNo1,P0A9V1,dCp_i,0.0,CT_max_C,False,False
PYK4No1,P21599,dCp_i,4.863527810004078e-05,CT_max_C,False,False
NADPHXDNo1,P31806,dCp_i,0.0,CT_max_C,False,False
NADHHRNo1,P0A9B2,dCp_i,0.0,CT_max_C,False,False
ECA4COLIPAabctexNo1,P0A9V1,dCp_i,0.0,CT_max_C,False,False
COLIPAPabctexNo1,P0A9V1,dCp_i,0.0,CT_max_C,False,False
NADPHXENo1,P31806,dCp_i,0.0,CT_max_C,False,False
3OXCOATNo1,P0C7L2,dCp_i,0.0,CT_max_C,False,False
URACPAHNo1,P75897,dCp_i,0.0,CT_max_C,False,False
DHBSZ3FEabcppNo1,P0AEL6,dCp_i,0.0,CT_max_C,False,False
FE3DHBZS3RNo1,Q46871,dCp_i,0.0,CT_max_C,False,False
DXYLTDNo1,P77596,dCp_i,0.0,CT_max_C,False,False
DXYLTDNo2,P39358,dCp_i,0.0,CT_max_C,False,False
2DDARAANo1,P39359,dCp_i,0.0,CT_max_C,False,False
2DDARAANo2,P75682,dCp_i,0.0,CT_max_C,False,False
2DGLCptsppNo1,P08839,dCp_i,0.0,CT_max_C,False,False
2DGULRGxNo1,P37666,dCp_i,0.0,CT_max_C,False,False
